,1,2,3,4,5
10,8.106231689453125e-06,8.106231689453125e-06,7.867813110351562e-06,8.344650268554688e-06,8.106231689453125e-06
20,4.76837158203125e-06,1.8835067749023438e-05,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05
30,8.106231689453125e-06,3.6716461181640625e-05,4.696846008300781e-05,4.8160552978515625e-05,4.792213439941406e-05
40,1.0967254638671875e-05,6.079673767089844e-05,9.083747863769531e-05,9.107589721679688e-05,9.226799011230469e-05
50,1.3828277587890625e-05,9.417533874511719e-05,0.0001583099365234375,0.0001583099365234375,0.0001590251922607422
60,1.6927719116210938e-05,0.00013113021850585938,0.0002448558807373047,0.0002460479736328125,0.0002486705780029297
70,1.9311904907226562e-05,0.000179290771484375,0.0003757476806640625,0.00037097930908203125,0.00037288665771484375
80,2.193450927734375e-05,0.00022983551025390625,0.0005202293395996094,0.0005311965942382812,0.0005300045013427734
90,2.4080276489257812e-05,0.00028514862060546875,0.0007107257843017578,0.0007407665252685547,0.0007753372192382812
100,5.0067901611328125e-05,0.00038123130798339844,0.0009801387786865234,0.001074075698852539,0.0010442733764648438
110,3.790855407714844e-05,0.00047898292541503906,0.001336812973022461,0.001466989517211914,0.001435995101928711
120,5.2928924560546875e-05,0.0006241798400878906,0.0017130374908447266,0.0019369125366210938,0.002023935317993164
130,4.601478576660156e-05,0.0007839202880859375,0.002256155014038086,0.0026199817657470703,0.002547025680541992
140,4.8160552978515625e-05,0.0008246898651123047,0.0028679370880126953,0.003345966339111328,0.003359079360961914
150,4.9114227294921875e-05,0.0010161399841308594,0.0035247802734375,0.004112958908081055,0.004252910614013672
160,5.2928924560546875e-05,0.0012159347534179688,0.004335880279541016,0.004729032516479492,0.00450897216796875
170,4.887580871582031e-05,0.0011432170867919922,0.0045070648193359375,0.005603790283203125,0.005533933639526367
180,5.0067901611328125e-05,0.0013697147369384766,0.005306243896484375,0.006752967834472656,0.006845951080322266
190,5.412101745605469e-05,0.0014667510986328125,0.006320953369140625,0.00834512710571289,0.008195161819458008
200,6.389617919921875e-05,0.0016999244689941406,0.007294178009033203,0.009905815124511719,0.009768247604370117
210,6.723403930664062e-05,0.001851797103881836,0.008383989334106445,0.011687040328979492,0.011883974075317383
220,7.200241088867188e-05,0.0020401477813720703,0.009352922439575195,0.013746023178100586,0.013974905014038086
230,7.605552673339844e-05,0.0023119449615478516,0.011322021484375,0.016360044479370117,0.016346216201782227
240,7.700920104980469e-05,0.002483844757080078,0.012786388397216797,0.019037723541259766,0.01960921287536621
250,7.891654968261719e-05,0.0026350021362304688,0.014729976654052734,0.022366046905517578,0.021986961364746094
260,7.987022399902344e-05,0.0027120113372802734,0.016275882720947266,0.025399208068847656,0.024753808975219727
270,8.296966552734375e-05,0.0031328201293945312,0.018589258193969727,0.029552221298217773,0.02960801124572754
280,9.083747863769531e-05,0.0034301280975341797,0.0207669734954834,0.03375577926635742,0.033915042877197266
290,0.00010013580322265625,0.0036478042602539062,0.02119898796081543,0.037222862243652344,0.038958072662353516
300,0.000102996826171875,0.0039789676666259766,0.025634050369262695,0.0432429313659668,0.044731855392456055
310,0.00010395050048828125,0.00426483154296875,0.028853178024291992,0.05045342445373535,0.05027198791503906
320,0.00010800361633300781,0.004536867141723633,0.03138923645019531,0.05600404739379883,0.05631399154663086
330,0.00011277198791503906,0.004832029342651367,0.03429698944091797,0.06143498420715332,0.06392192840576172
340,0.00010800361633300781,0.005102872848510742,0.03712201118469238,0.06798386573791504,0.06937217712402344
350,0.00011706352233886719,0.004807949066162109,0.03971505165100098,0.07573604583740234,0.07546710968017578
360,0.00012302398681640625,0.005504131317138672,0.04346108436584473,0.08356189727783203,0.084625244140625
370,0.0001270771026611328,0.005908966064453125,0.04714798927307129,0.09201216697692871,0.0956430435180664
380,0.0001270771026611328,0.006058931350708008,0.0498659610748291,0.10391402244567871,0.10455203056335449
390,0.00013899803161621094,0.006500959396362305,0.05546998977661133,0.11368823051452637,0.11670804023742676
400,0.00013899803161621094,0.006738901138305664,0.060791969299316406,0.12447595596313477,0.12813115119934082
410,0.00013899803161621094,0.0071408748626708984,0.06248116493225098,0.13635611534118652,0.14071202278137207
420,0.00014638900756835938,0.007601022720336914,0.0698089599609375,0.14998722076416016,0.15697574615478516
430,0.000141143798828125,0.007767915725708008,0.0730288028717041,0.166273832321167,0.168792724609375
440,0.0001518726348876953,0.008207082748413086,0.07978129386901855,0.18134593963623047,0.18557286262512207
450,0.00015497207641601562,0.008728742599487305,0.08586406707763672,0.19678688049316406,0.2037341594696045
460,0.0001499652862548828,0.008983135223388672,0.09115910530090332,0.21367096900939941,0.22225499153137207
470,0.0001621246337890625,0.009440183639526367,0.09754514694213867,0.22838711738586426,0.24408793449401855
480,0.00015687942504882812,0.009681940078735352,0.10314798355102539,0.25080299377441406,0.262113094329834
490,0.00018310546875,0.009966135025024414,0.10734319686889648,0.26486778259277344,0.2833120822906494
