,1,3,5,2,4,6
1140,,0.0007350444793701172,0.0010609626770019531,0.0006330013275146484,0.0008931159973144531,0.001191854476928711
1150,,0.0007472038269042969,0.0010581016540527344,0.0006430149078369141,0.000904083251953125,0.0012059211730957031
1160,,0.0007507801055908203,0.0010652542114257812,0.0006406307220458984,0.0009098052978515625,0.0012192726135253906
1170,,0.0007619857788085938,0.0010738372802734375,0.0006570816040039062,0.0009160041809082031,0.0012271404266357422
1180,,0.0007929801940917969,0.0010831356048583984,0.0006508827209472656,0.0009200572967529297,0.0012309551239013672
1190,,0.0007658004760742188,0.00109100341796875,0.0006630420684814453,0.000942230224609375,0.0012500286102294922
1200,,0.0007741451263427734,0.0010979175567626953,0.000659942626953125,0.0009388923645019531,0.0012478828430175781
1210,,0.0007789134979248047,0.0011081695556640625,0.0006799697875976562,0.0009489059448242188,0.0012688636779785156
1220,,0.0007867813110351562,0.0011169910430908203,0.0006792545318603516,0.0009558200836181641,0.001280069351196289
1230,,0.0007917881011962891,0.0011267662048339844,0.0006768703460693359,0.0009629726409912109,0.0012867450714111328
1240,,0.0007958412170410156,0.0011327266693115234,0.0006880760192871094,0.0009710788726806641,0.0012950897216796875
1250,,0.0008151531219482422,0.001148223876953125,0.0006909370422363281,0.0009789466857910156,0.0013072490692138672
1260,,0.0008120536804199219,0.0011518001556396484,0.0006949901580810547,0.0009832382202148438,0.001313924789428711
1270,,0.0008168220520019531,0.0011608600616455078,0.0007030963897705078,0.0009999275207519531,0.0013260841369628906
1280,,0.0008308887481689453,0.0011751651763916016,0.0007061958312988281,0.0010030269622802734,0.001338958740234375
1290,,0.0008330345153808594,0.0011792182922363281,0.0007100105285644531,0.0010149478912353516,0.0013480186462402344
1300,,0.0008420944213867188,0.0011947154998779297,0.0007181167602539062,0.00101470947265625,0.001360177993774414
1310,,0.0008778572082519531,0.0012021064758300781,0.0007262229919433594,0.0010230541229248047,0.0013670921325683594
1320,,0.0008509159088134766,0.0012078285217285156,0.0007278919219970703,0.0010340213775634766,0.001386880874633789
1330,,0.0008649826049804688,0.0012171268463134766,0.0007290840148925781,0.0010459423065185547,0.0013959407806396484
1340,,0.0008702278137207031,0.0012288093566894531,0.0007419586181640625,0.0010442733764648438,0.0014011859893798828
1350,,0.000865936279296875,0.0012350082397460938,0.0007507801055908203,0.0010609626770019531,0.0014069080352783203
1360,,0.0008740425109863281,0.0012488365173339844,0.0007531642913818359,0.0010652542114257812,0.0014240741729736328
1370,,0.0008959770202636719,0.001255035400390625,0.0007538795471191406,0.0010738372802734375,0.0014300346374511719
1380,,0.0009541511535644531,0.0013949871063232422,0.0007600784301757812,0.0012559890747070312,0.001444101333618164
1390,,0.0009059906005859375,0.00127410888671875,0.0007660388946533203,0.0010917186737060547,0.0014526844024658203
1400,,0.0009088516235351562,0.0012819766998291016,0.0007731914520263672,0.0011339187622070312,0.0014641284942626953
1410,,0.0009090900421142578,0.0013208389282226562,0.0007770061492919922,0.006335020065307617,0.0014791488647460938
1420,,0.0009238719940185547,0.0013120174407958984,0.0008370876312255859,0.0011110305786132812,0.0014948844909667969
1430,,0.0009260177612304688,0.001306772232055664,0.0008046627044677734,0.0011210441589355469,0.0014982223510742188
1440,,0.0009391307830810547,0.0013430118560791016,0.0007979869842529297,0.0011341571807861328,0.0015201568603515625
1450,,0.000926971435546875,0.0013036727905273438,0.0007963180541992188,0.0011131763458251953,0.0014929771423339844
1460,,0.0009329319000244141,0.001316070556640625,0.0007920265197753906,0.0011229515075683594,0.0014982223510742188
1470,,0.0009369850158691406,0.0013611316680908203,0.0008020401000976562,0.0011239051818847656,0.0015108585357666016
1480,,0.0009729862213134766,0.0013539791107177734,0.0008492469787597656,0.0011551380157470703,0.0015501976013183594
1490,,0.0009810924530029297,0.0013878345489501953,0.0008351802825927734,0.0012011528015136719,0.0015740394592285156
1500,,0.0009791851043701172,0.0014140605926513672,0.0008349418640136719,0.0011839866638183594,0.0015869140625
1510,,0.0009889602661132812,0.0014028549194335938,0.0008413791656494141,0.0011932849884033203,0.0016269683837890625
1520,,0.0009920597076416016,0.0014047622680664062,0.0008518695831298828,0.0012080669403076172,0.0016357898712158203
1530,,0.0009920597076416016,0.001416921615600586,0.000881195068359375,0.0012121200561523438,0.0016219615936279297
1540,,0.0010356903076171875,0.001421213150024414,0.0008661746978759766,0.001216888427734375,0.001638174057006836
1550,,0.0010159015655517578,0.00144195556640625,0.0008649826049804688,0.0012621879577636719,0.0016388893127441406
1560,,0.0010209083557128906,0.0014770030975341797,0.0008771419525146484,0.0012259483337402344,0.00164794921875
1570,,0.0010228157043457031,0.0014469623565673828,0.0008740425109863281,0.0012469291687011719,0.0016970634460449219
1580,,0.001051187515258789,0.0014641284942626953,0.006006956100463867,0.0012488365173339844,0.0016798973083496094
1590,,0.0010352134704589844,0.0014750957489013672,0.0008869171142578125,0.0012600421905517578,0.0016858577728271484
1600,,0.0010399818420410156,0.0014832019805908203,0.0008947849273681641,0.0012619495391845703,0.0016989707946777344
1610,,0.0010519027709960938,0.0014846324920654297,0.0008990764617919922,0.0012710094451904297,0.0016989707946777344
1620,,0.0010538101196289062,0.0015010833740234375,0.0009050369262695312,0.0012969970703125,0.001711130142211914
1630,,0.0010569095611572266,0.0015082359313964844,0.0009088516235351562,0.0012841224670410156,0.001722097396850586
1640,,0.0010738372802734375,0.0015151500701904297,0.0009200572967529297,0.001294851303100586,0.0017390251159667969
1650,,0.0010709762573242188,0.0015299320220947266,0.0009200572967529297,0.0013020038604736328,0.0017440319061279297
1660,,0.001081228256225586,0.0015311241149902344,0.0009229183197021484,0.0013051033020019531,0.0017552375793457031
1670,,0.0010960102081298828,0.001561880111694336,0.0009338855743408203,0.0013151168823242188,0.0017650127410888672
1680,,0.0010957717895507812,0.0015549659729003906,0.0009381771087646484,0.0013229846954345703,0.0017788410186767578
1690,,0.0011060237884521484,0.0015590190887451172,0.0009479522705078125,0.0013360977172851562,0.0017850399017333984
1700,,0.0011310577392578125,0.0015759468078613281,0.0009589195251464844,0.0013611316680908203,0.0017993450164794922
1710,,0.0011188983917236328,0.001583099365234375,0.0009629726409912109,0.0013480186462402344,0.0018320083618164062
1720,,0.0011157989501953125,0.0015900135040283203,0.0009629726409912109,0.0013561248779296875,0.0018191337585449219
1730,,0.0011258125305175781,0.0015959739685058594,0.0009620189666748047,0.001361846923828125,0.0018281936645507812
1740,,0.0011398792266845703,0.0016057491302490234,0.0009720325469970703,0.001371145248413086,0.0018439292907714844
1750,,0.001138925552368164,0.0016129016876220703,0.0009708404541015625,0.001377105712890625,0.001852273941040039
1760,,0.0011458396911621094,0.0016260147094726562,0.000982046127319336,0.001386880874633789,0.0018639564514160156
1770,,0.0063097476959228516,0.001641988754272461,0.0009791851043701172,0.001399993896484375,0.0018780231475830078
1780,,0.001165151596069336,0.001641988754272461,0.001013040542602539,0.001435995101928711,0.0018877983093261719
1790,,0.0011723041534423828,0.0016820430755615234,0.0010030269622802734,0.0014159679412841797,0.0018968582153320312
1800,,0.0011987686157226562,0.001695394515991211,0.0010008811950683594,0.0014400482177734375,0.0019741058349609375
1810,,0.0012090206146240234,0.001705169677734375,0.00102996826171875,0.0014462471008300781,0.001965045928955078
1820,,0.0012059211730957031,0.0017178058624267578,0.0010600090026855469,0.0014641284942626953,0.001965761184692383
1830,,0.0012390613555908203,0.0017910003662109375,0.0010418891906738281,0.0014858245849609375,0.002089977264404297
1840,,0.001207113265991211,0.0017130374908447266,0.0010368824005126953,0.0014729499816894531,0.0019428730010986328
1850,,0.0012128353118896484,0.0017430782318115234,0.00102996826171875,0.0014569759368896484,0.0019636154174804688
1860,,0.0012118816375732422,0.001714944839477539,0.0010411739349365234,0.0014700889587402344,0.0019979476928710938
1870,,0.001230001449584961,0.0016930103302001953,0.0010831356048583984,0.001455068588256836,0.0019402503967285156
1880,,0.0011959075927734375,0.0017001628875732422,0.0010480880737304688,0.0014619827270507812,0.0019598007202148438
1890,,0.0012328624725341797,0.0017311573028564453,0.0010480880737304688,0.0014598369598388672,0.0019593238830566406
1900,,0.0012178421020507812,0.006944894790649414,0.0010459423065185547,0.0015099048614501953,0.0019829273223876953
1910,,0.0012209415435791016,0.0017390251159667969,0.0010700225830078125,0.0014841556549072266,0.001980304718017578
1920,,0.0012259483337402344,0.0017380714416503906,0.0010607242584228516,0.0014858245849609375,0.0019960403442382812
1930,,0.0012311935424804688,0.0017459392547607422,0.001065969467163086,0.0014879703521728516,0.0020012855529785156
1940,,0.001239776611328125,0.0017561912536621094,0.0010821819305419922,0.0015056133270263672,0.0020110607147216797
1950,,0.0012462139129638672,0.0017709732055664062,0.0010619163513183594,0.0015370845794677734,0.002022981643676758
1960,,0.0012578964233398438,0.0017778873443603516,0.0010721683502197266,0.0015201568603515625,0.002061128616333008
1970,,0.001255035400390625,0.0017902851104736328,0.0010759830474853516,0.0015308856964111328,0.002043008804321289
1980,,0.001268148422241211,0.0017981529235839844,0.0010819435119628906,0.001528024673461914,0.0020499229431152344
1990,,0.0012767314910888672,0.0018031597137451172,0.0010831356048583984,0.001542806625366211,0.002054929733276367
2000,,0.0012781620025634766,0.0018110275268554688,0.0010950565338134766,0.0015511512756347656,0.002079010009765625
2010,,0.0012857913970947266,0.0018198490142822266,0.00109100341796875,0.0015559196472167969,0.002093076705932617
2020,,0.0012922286987304688,0.0018360614776611328,0.0010991096496582031,0.0015621185302734375,0.002093791961669922
2030,,0.0013098716735839844,0.0018520355224609375,0.0010988712310791016,0.0015878677368164062,0.0021011829376220703
2040,,0.00130462646484375,0.0018410682678222656,0.0011081695556640625,0.0015850067138671875,0.0021181106567382812
2050,,0.001310110092163086,0.001850128173828125,0.0011310577392578125,0.0015888214111328125,0.002128124237060547
2060,,0.0013179779052734375,0.0018661022186279297,0.0011188983917236328,0.0015969276428222656,0.0021359920501708984
2070,,0.0013170242309570312,0.0018763542175292969,0.001127004623413086,0.0016021728515625,0.0021429061889648438
2080,,0.00131988525390625,0.0018811225891113281,0.0011341571807861328,0.0016069412231445312,0.002151966094970703
2090,,0.0013439655303955078,0.0018870830535888672,0.00115203857421875,0.00160980224609375,0.007245063781738281
2100,,0.001341104507446289,0.0019021034240722656,0.0011882781982421875,0.0016260147094726562,0.0021839141845703125
2110,,0.0013530254364013672,0.001971006393432617,0.0011839866638183594,0.001628875732421875,0.0021882057189941406
2120,,0.001374959945678711,0.0019259452819824219,0.0011572837829589844,0.0016732215881347656,0.0022170543670654297
2130,,0.0013828277587890625,0.001950979232788086,0.0011620521545410156,0.0016739368438720703,0.0022039413452148438
2140,,0.0013580322265625,0.001966238021850586,0.0011630058288574219,0.0016529560089111328,0.002222776412963867
2150,,0.001374959945678711,0.001971006393432617,0.0011713504791259766,0.0016598701477050781,0.0022530555725097656
2160,,0.00138092041015625,0.001950979232788086,0.0011818408966064453,0.0016698837280273438,0.0022439956665039062
2170,,0.0014300346374511719,0.0020139217376708984,0.0012319087982177734,0.0017161369323730469,0.002313852310180664
2180,,0.0014319419860839844,0.002022981643676758,0.0012259483337402344,0.001750946044921875,0.0023190975189208984
2190,,0.0014350414276123047,0.0020411014556884766,0.0012328624725341797,0.0017390251159667969,0.00234222412109375
2200,,0.0014400482177734375,0.002045869827270508,0.0012328624725341797,0.0017483234405517578,0.0023391246795654297
2210,,0.0014488697052001953,0.002040863037109375,0.0012478828430175781,0.006678104400634766,0.002357006072998047
2220,,0.001476287841796875,0.0020589828491210938,0.0012607574462890625,0.0017578601837158203,0.0023550987243652344
2230,,0.0014598369598388672,0.0020651817321777344,0.0012748241424560547,0.0017659664154052734,0.0024051666259765625
2240,,0.0014691352844238281,0.0020978450775146484,0.0012569427490234375,0.0017781257629394531,0.002384185791015625
2250,,0.0014688968658447266,0.0020918846130371094,0.0012559890747070312,0.0018110275268554688,0.0023851394653320312
2260,,0.0015039443969726562,0.0020999908447265625,0.0012707710266113281,0.001856088638305664,0.002424001693725586
2270,,0.0014917850494384766,0.0021009445190429688,0.0012850761413574219,0.001798868179321289,0.002438783645629883
2280,,0.0014891624450683594,0.0021429061889648438,0.0012729167938232422,0.00180816650390625,0.0024220943450927734
2290,,0.0015017986297607422,0.0021228790283203125,0.0012791156768798828,0.0018491744995117188,0.0024390220642089844
2300,,0.0060710906982421875,0.0021491050720214844,0.0012907981872558594,0.0018448829650878906,0.0024509429931640625
2310,,0.0015349388122558594,0.0021359920501708984,0.0013480186462402344,0.0018529891967773438,0.0025038719177246094
2320,,0.0015158653259277344,0.0022017955780029297,0.0013089179992675781,0.0018422603607177734,0.002500772476196289
2330,,0.001529693603515625,0.0021529197692871094,0.0012962818145751953,0.00189208984375,0.0024728775024414062
2340,,0.0015769004821777344,0.002164125442504883,0.001302957534790039,0.0018548965454101562,0.0024781227111816406
2350,,0.0015411376953125,0.002176046371459961,0.001348733901977539,0.001865386962890625,0.0025491714477539062
2360,,0.0015461444854736328,0.0022361278533935547,0.0013117790222167969,0.001875162124633789,0.0025169849395751953
2370,,0.0015578269958496094,0.0021941661834716797,0.0013251304626464844,0.001924753189086914,0.002512216567993164
2380,,0.001600027084350586,0.0022051334381103516,0.001332998275756836,0.001912832260131836,0.0025281906127929688
2390,,0.0063898563385009766,0.002215147018432617,0.0013740062713623047,0.0019040107727050781,0.002561807632446289
2400,,0.0016160011291503906,0.002256155014038086,0.0013768672943115234,0.0019321441650390625,0.002599954605102539
2410,,0.0016019344329833984,0.0023479461669921875,0.0013701915740966797,0.0019450187683105469,0.0026330947875976562
2420,,0.0015649795532226562,0.0023279190063476562,0.001508951187133789,0.0018880367279052734,0.00254058837890625
2430,,0.0015590190887451172,0.002218961715698242,0.0013408660888671875,0.0018961429595947266,0.0025708675384521484
2440,,0.0015871524810791016,0.002215147018432617,0.001348733901977539,0.0019459724426269531,0.0025610923767089844
2450,,0.0015659332275390625,0.0022878646850585938,0.0013608932495117188,0.001966238021850586,0.0026476383209228516
2460,,0.001577138900756836,0.0022478103637695312,0.0013737678527832031,0.001920938491821289,0.0026481151580810547
2470,,0.0016150474548339844,0.002343893051147461,0.0014069080352783203,0.0019559860229492188,0.002599000930786133
2480,,0.0015952587127685547,0.002298116683959961,0.0013670921325683594,0.0019378662109375,0.002602815628051758
2490,,0.0015978813171386719,0.002256155014038086,0.0013649463653564453,0.002003908157348633,0.0025877952575683594
2500,,0.001657724380493164,0.0023169517517089844,0.0013890266418457031,0.0019850730895996094,0.0027370452880859375
2510,,0.0016078948974609375,0.002301931381225586,0.0014009475708007812,0.0019469261169433594,0.0026738643646240234
2520,,0.0017333030700683594,0.002290964126586914,0.0069217681884765625,0.0019910335540771484,0.00269317626953125
2530,,0.001628875732421875,0.0023450851440429688,0.0013937950134277344,0.0019698143005371094,0.0026581287384033203
2540,,0.0016350746154785156,0.0023059844970703125,0.0013859272003173828,0.0019981861114501953,0.002647876739501953
2550,,0.0016591548919677734,0.002317667007446289,0.0013911724090576172,0.0020220279693603516,0.0026979446411132812
2560,,0.0016727447509765625,0.0023736953735351562,0.0014410018920898438,0.002035856246948242,0.0027561187744140625
2570,,0.0016820430755615234,0.0024039745330810547,0.001438140869140625,0.002032041549682617,0.0027227401733398438
2580,,0.0018758773803710938,0.0023872852325439453,0.0015010833740234375,0.0021200180053710938,0.002741098403930664
2590,,0.0017170906066894531,0.0023992061614990234,0.0014450550079345703,0.00208282470703125,0.002741098403930664
2600,,0.001695871353149414,0.0023620128631591797,0.0015301704406738281,0.0020227432250976562,0.008054018020629883
2610,,0.0017321109771728516,0.0024209022521972656,0.001474142074584961,0.002033233642578125,0.0027391910552978516
2620,,0.001714944839477539,0.0024259090423583984,0.0014348030090332031,0.0021190643310546875,0.0027832984924316406
